시도 코드,시도 명,구군 코드,구군 명,주소,도로명 주소,전화 번호,팩스 번호,나의 사이렌 오더 여부,위도,경도
01,서울,0112,서초구,"서울특별시 서초구 서초동 1307-19 유빌딩 1,2층","서울특별시 서초구 서초대로77길 27, 유빌딩 1,2층 (서초동)",1522-3232,02-594-5557,N,37.5000875,127.02549090000002
01,서울,0112,서초구,서울특별시 서초구 서초동 1657-5 카이스시스템빌딩,서울특별시 서초구 서초중앙로 118 (서초동),1522-3232,02-3487-1873,N,37.4923611,127.0142207
01,서울,0112,서초구,서울특별시 서초구 양재2동 215 번지 리빙관 101호,"서울특별시 서초구 매헌로 16, 리빙관 101호 (양재동)",1522-3232,02-2155-4118,N,37.46330766,127.0368447
01,서울,0112,서초구,서울특별시 서초구 반포동 748-1,서울특별시 서초구 강남대로 483 (반포동) 청호빌딩,1522-3232,02-540-8756,N,37.50529,127.023636
01,서울,0112,서초구,서울특별시 서초구 양재동 4-3번지 대흥빌딩,"서울특별시 서초구 논현로 139, 대흥빌딩 (양재동)",1522-3232,02-573-8291,N,37.48203954,127.0425748
01,서울,0112,서초구,서울특별시 서초구 서초동 1457-1,서울특별시 서초구 효령로 274 (서초동),1522-3232,02-583-8229,N,37.48436736,127.0142192
01,서울,0112,서초구,서울특별시 서초구 반포동 92-1,서울특별시 서초구 서래로 48 (반포동),1522-3232,02-3482-7257,N,37.49925284,126.9984801
01,서울,0112,서초구,서울특별시 서초구 서초동 1318-8,서울특별시 서초구 강남대로 399 (서초동),1522-3232,02-532-8221,N,37.4982695,127.026865
01,서울,0112,서초구,서울특별시 서초구 서초동 1542-14번지,서울특별시 서초구 반포대로 118 (서초동),1522-3232,02-3471-8289,N,37.49067495,127.0086118
01,서울,0112,서초구,서울특별시 서초구 서초동 1699-3 번지,서울특별시 서초구 서초중앙로 164 (서초동),1522-3232,02-3482-8399,N,37.496329,127.013336
01,서울,0112,서초구,서울특별시 서초구 서초동 1317-23 GT타워,"서울특별시 서초구 서초대로 411, GT타워 (서초동)",1522-3232,02-590-2451,N,37.498056,127.02583300000003
01,서울,0112,서초구,서울특별시 서초구 서초동 1439-14 현우빌딩1층,"서울특별시 서초구 남부순환로339길 64, 현우빌딩 1층 (서초동)",1522-3232,02-587-8459,N,37.485941,127.021525
01,서울,0112,서초구,서울특별시 서초구 서초동 1623-1번지 1층,"서울특별시 서초구 서초중앙로 64, 1층 (서초동)",1522-3232,02-581-8332,N,37.487397,127.015134
01,서울,0112,서초구,서울특별시 서초구 서초동 1303-16번지 강남역아이파크 B102~B105,"서울특별시 서초구 서초대로77길 62, 강남역아이파크 B102~B105 (서초동)",1522-3232,02-591-8587,N,37.5027,127.023894
01,서울,0112,서초구,서울특별시 서초구 반포동 20-45 반포자이플라자,서울특별시 서초구 잠원로 24 (반포동),1522-3232,02-532-4131,N,37.507170475349405,127.0099189083483
01,서울,0112,서초구,서울특별시 서초구 서초동 1332-4 폭스타운,서울특별시 서초구 사임당로 143 (서초동),1522-3232,02-522-3944,N,37.4918146,127.0252252
01,서울,0112,서초구,서울특별시 서초구 잠원동 149-2,서울특별시 서초구 잠원로 145-35 (잠원동),1522-3232,02-536-3957,N,37.518807,127.00704
01,서울,0113,성북구,서울특별시 성북구 돈암동 625-2 BR빌딩,서울특별시 성북구 정릉로 376 (돈암동),1522-3232,02-921-3849,N,37.602139,127.025271
01,서울,0113,성북구,서울특별시 성북구 길음동 25-2 신세계 이마트 미아점,서울특별시 성북구 도봉로 17 (길음동),1522-3232,02-982-3807,N,37.610678,127.029921
01,서울,0113,성북구,서울특별시 성북구 종암동 29-10,서울특별시 성북구 종암로 17 (종암동),1522-3232,02-925-3470,N,37.5919525,127.0360401
01,서울,0113,성북구,서울특별시 성북구 하월곡동 89-7 부영빌딩,서울특별시 성북구 동소문로 314 (하월곡동),1522-3232,02-913-3365,N,37.607581,127.029303
01,서울,0113,성북구,서울특별시 성북구 동선동2가 134 모아빌딩,서울특별시 성북구 보문로34길 62 (동선동2가),1522-3232,02-922-3282,N,37.59091,127.0188
01,서울,0113,성북구,서울특별시 성북구 종암동 3-686 시원빌딩,서울특별시 성북구 종암로 122 (종암동),1522-3232,02-910-8980,N,37.601095,127.033847
01,서울,0113,성북구,서울특별시 성북구 동소문동2가 11번지외 1필지 중 가호 1~2층,서울특별시 성북구 동소문로 10 (동소문동2가),1522-3232,02-766-8714,N,37.588696,127.00732070000004
01,서울,0113,성북구,서울특별시 성북구 하월곡동 46-73번지 101-1호,"서울특별시 성북구 화랑로 76, 101-1호 (하월곡동)",1522-3232,02-910-1809,N,37.601718,127.040446
01,서울,0113,성북구,서울특별시 성북구 안암동5가 104-30 0830,서울특별시 성북구 고려대로24길 51 (안암동5가),1522-3232,02-925-1666,N,37.58397192,127.0297352
01,서울,0113,성북구,서울특별시 성북구 길음동 20-1 현대백화점미아점 지하1층,서울특별시 성북구 동소문로 315 (길음동) 지하1층,1522-3232,02-2117-1075,N,37.60837822,127.0287483
01,서울,0113,성북구,서울특별시 성북구 동선동1가 92-1번지,서울특별시 성북구 동소문로24길 12 (동선동1가),1522-3232,02-953-2489,N,37.593135,127.018379
01,서울,0113,성북구,서울특별시 성북구 안암동5가 92번지,서울특별시 성북구 고려대로 102-2 (안암동5가),1522-3232,02-929-8541,N,37.586319,127.030556
01,서울,0113,성북구,서울특별시 성북구 성북동1가 35-1번지,서울특별시 성북구 성북로 11 (성북동1가),1522-3232,02-747-8455,N,37.589054,127.004839
01,서울,0113,성북구,서울특별시 성북구 안암동5가 126-1 고려대학교 안암병원 제1주차장 3층(상층부 근린생활시설),서울특별시 성북구 고려대로 73 (안암동5가),1522-3232,02-929-4353,N,37.58687889805418,127.02820333331364
01,서울,0113,성북구,서울특별시 성북구 장위동 143-38 타워39,서울특별시 성북구 장월로38길 4 (장위동),1522-3232,02-941-4092,N,37.6179568965998,127.051535709778
01,서울,0114,송파구,서울특별시 송파구 송파동 59-9 송봉주유소,서울특별시 송파구 오금로 142 (송파동),1522-3232,02-421-3623,N,37.510793,127.1102658
01,서울,0114,송파구,서울특별시 송파구 가락동 479 헬리오시티 단지상가 3A 16호~21호,"서울특별시 송파구 송파대로 345 (가락동, 헬리오시티)",1522-3232,02-3402-3887,N,37.4978563,127.1031325
01,서울,0114,송파구,서울특별시 송파구 신천동 7-19 잠실시그마타워,서울특별시 송파구 올림픽로 289 (신천동),1522-3232,02-417-3613,N,37.514567,127.102493
01,서울,0114,송파구,서울특별시 송파구 문정동 642 송파 테라타워2,서울특별시 송파구 송파대로 201 (문정동),1522-3232,02-881-5013,N,37.487447,127.119164
01,서울,0114,송파구,서울특별시 송파구 가락동 174-14 한라산업개발빌딩,서울특별시 송파구 오금로 420 (가락동),1522-3232,02-401-3575,N,37.496956,127.13652
01,서울,0114,송파구,서울특별시 송파구 문정동 618 파크하비오 204동 104호~107호,"서울특별시 송파구 송파대로 111 (문정동, 파크하비오) 204동 104호~107호",1522-3232,02-401-3432,N,37.481925,127.123446
01,서울,0114,송파구,"서울특별시 송파구 문정동 651 테라타워 B동 137호~139호,204호","서울특별시 송파구 송파대로 167 (문정동)테라타워 B동 137호~139호,204호",1522-3232,02-2054-3837,N,37.484813,127.122237
01,서울,0114,송파구,서울특별시 송파구 신천동 7-30 타워730 1층,서울특별시 송파구 송파대로 570 타워 730 1층,1522-3232,02-416-0025,N,37.515511,127.099006
01,서울,0114,송파구,"서울특별시 송파구 장지동 884 위례2차아이파크 제상가 3동 1층 C-104, 105, 106, 107호","서울특별시 송파구 위례광장로 230 (장지동, 위례2차아이파크)",1522-3232,02-3012-3458,N,37.478264,127.144067
01,서울,0114,송파구,서울특별시 송파구 방이동 226-10,서울특별시 송파구 오금로 241 (방이동),1522-3232,02-414-3270,N,37.506564,127.120495
01,서울,0114,송파구,서울특별시 송파구 방이동 180-8 해태그린피아빌라트,서울특별시 송파구 위례성대로 38 (방이동) 해태그린피아빌라트,1522-3232,02-416-8983,N,37.5156426,127.11648190000005
01,서울,0114,송파구,서울특별시 송파구 문정동 624 송파아이파크 C-301호,서울특별시 송파구 법원로 55 (문정동),1522-3232,02-409-3246,N,37.479892,127.122379
01,서울,0114,송파구,서울특별시 송파구 송파동 96-7,서울특별시 송파구 송파대로 386 (송파동),1522-3232,02-423-8931,N,37.5022788,127.1103904
01,서울,0114,송파구,서울특별시 송파구 삼전동 130-2,서울특별시 송파구 석촌호수로 176 (삼전동),1522-3232,02-424-8874,N,37.5063929,127.0964684
01,서울,0114,송파구,서울특별시 송파구 가락동 125-6,서울특별시 송파구 동남로 141 (가락동),1522-3232,02-448-8860,N,37.491905,127.1262696
01,서울,0114,송파구,서울특별시 송파구 문정동 150-26 훼미리샤르망 101~104호,서울특별시 송파구 중대로 68 (문정동),1522-3232,02-408-8793,N,37.491626,127.116308
01,서울,0114,송파구,서울특별시 송파구 방이동 181번지 외 2필지,서울특별시 송파구 위례성대로 102 (방이동),1522-3232,02-422-8769,N,37.5133,127.123113
01,서울,0114,송파구,서울특별시 송파구 오금동 17-8 1~2층,"서울특별시 송파구 마천로 53, 1~2층 (오금동)",1522-3232,02-408-8698,N,37.508666,127.126569
01,서울,0114,송파구,"서울특별시 송파구 송파동 7-4, 7-5 (석촌호수로 262) 1~3층",서울특별시 송파구 석촌호수로 262 (송파동),1522-3232,02-418-8693,N,37.509581,127.104993
01,서울,0114,송파구,서울특별시 송파구 신천동 11-4 잠실푸르지오월드마크 1층,"서울특별시 송파구 올림픽로35가길 9, 잠실푸르지오월드마크 1층 (신천동)",1522-3232,02-422-8652,N,37.517649,127.103426
01,서울,0114,송파구,서울특별시 송파구 잠실동 181외 3필지,서울특별시 송파구 올림픽로 96 (잠실동),1522-3232,02-423-8643,N,37.511679,127.081062
01,서울,0114,송파구,"서울특별시 송파구 신천동 7-17 웰리스타워,삼성웰리스아파트 (한빛프라자 1층,2층)","서울특별시 송파구 송파대로 562 (신천동, 웰리스타워,삼성웰리스아파트) 1층,2층",1522-3232,02-424-2877,N,37.515272,127.099231
01,서울,0114,송파구,서울특별시 송파구 잠실동 40번지 갤러리아 팰리스,"서울특별시 송파구 올림픽로 212, 갤러리아 팰리스 (잠실동)",1522-3232,02-422-3918,N,37.51108365,127.0938059
01,서울,0114,송파구,서울특별시 송파구 잠실동 175,서울특별시 송파구 백제고분로 69 (잠실동),1522-3232,02-417-1924,N,37.51059,127.079047
01,서울,0114,송파구,서울특별시 송파구 방이동 89-12,서울특별시 송파구 양재대로 1220 (방이동),1522-3232,02-402-8520,N,37.515315,127.133237
01,서울,0114,송파구,서울특별시 송파구 가락동 97-7,서울특별시 송파구 송파대로30길 13 (가락동),1522-3232,02-408-8495,N,37.494895,127.118785
01,서울,0114,송파구,서울특별시 송파구 석촌동 286-9번지 1층,"서울특별시 송파구 백제고분로 358, 1층 (석촌동)",1522-3232,02-422-8350,N,37.5042626,127.10610769999994
01,서울,0114,송파구,서울특별시 송파구 가락동 79번지 롯데캐슬 파인힐 1층,"서울특별시 송파구 중대로 121, 롯데캐슬 파인힐 1층 (가락동)",1522-3232,02-407-8469,N,37.494299,127.121354
01,서울,0114,송파구,서울특별시 송파구 문정동 292 가든파이브툴 지하1층,서울특별시 송파구 충민로 10 (문정동) 가든파이브툴,1522-3232,02-400-8406,N,37.4782316,127.11937030000001
01,서울,0114,송파구,서울특별시 송파구 문정동 634 가든파이브라이프 패션관1층,서울특별시 송파구 충민로 66 (문정동)  가든파이브라이프 패션관1층,1522-3232,02-2157-5106,N,37.4778761,127.12567478
01,서울,0114,송파구,서울특별시 송파구 거여동 21-8,서울특별시 송파구 오금로 493 (거여동),1522-3232,02-401-3973,N,37.4936489571568,127.143698688888
01,서울,0114,송파구,서울특별시 송파구 방이동 44-3 현대토픽스,서울특별시 송파구 위례성대로 6 (방이동),1522-3232,02-3432-3927,N,37.516913,127.113127
01,서울,0114,송파구,"서울특별시 송파구 신천동 29-1, 오피스빌딩 1층 2~4호","서울특별시 송파구 잠실로 209 (신천동), 오피스빌딩 1층 2~4호",1522-3232,02-419-4139,N,37.5139991,127.1063026
01,서울,0114,송파구,서울특별시 송파구 마천동 43-1,서울특별시 송파구 거마로 78 (마천동),1522-3232,02-443-3775,N,37.499829,127.147672
01,서울,0115,양천구,서울특별시 양천구 목동 907-18,서울특별시 양천구 목동동로 377 (목동),1522-3232,02-2643-3819,N,37.535336,126.878852
01,서울,0115,양천구,서울특별시 양천구 목동 602-2,서울특별시 양천구 공항대로 566 (목동) 1층 2층,1522-3232,02-2645-3632,N,37.548884,126.86807
01,서울,0115,양천구,서울특별시 양천구 목동 917-6 행복한세상,서울특별시 양천구 목동동로 309 (목동),1522-3232,02-2643-3653,N,37.529147,126.876099
01,서울,0115,양천구,서울특별시 양천구 신정동 981-15,서울특별시 양천구 신월로 341 (신정동),1522-3232,02-2604-3442,N,37.521993,126.858865
01,서울,0115,양천구,서울특별시 양천구 신정동 900-10,서울특별시 양천구 목동로 203 (신정동) 1층일부,1522-3232,02-2602-3506,N,37.526684,126.863986
01,서울,0115,양천구,서울특별시 양천구 목동 406-4 현대프라자,"서울특별시 양천구 오목로 279 (목동) 102,103,104,105호",1522-3232,02-2642-3327,N,37.525923,126.868438
01,서울,0115,양천구,서울특별시 양천구 신정동 319-23 토피아빌딩,서울특별시 양천구 목동서로 299 (신정동),1522-3232,02-2061-3382,N,37.520518,126.868841
01,서울,0115,양천구,서울특별시 양천구 목동 404-13,서울특별시 양천구 오목로 354 (목동),1522-3232,02-2652-8941,N,37.5235882,126.87652120000007
01,서울,0115,양천구,서울특별시 양천구 신월동 205-49,서울특별시 양천구 남부순환로 430 (신월동),1522-3232,02-2608-8930,N,37.5294984,126.831983
01,서울,0115,양천구,서울특별시 양천구 목동 923 세신비젼프라자,서울특별시 양천구 목동서로 213 (목동) 세신비젼프라자,1522-3232,02-2649-8842,N,37.528012,126.87053
01,서울,0115,양천구,서울특별시 양천구 목동 908-34 부영그린타운3차 1동 116호,"서울특별시 양천구 목동동로 411, 1동 116호(목동, 부영그린타운3차)",1522-3232,02-2646-8615,N,37.536706,126.88212
01,서울,0115,양천구,서울특별시 양천구 목동 907-4 우성에펠타운(우성에펠타운빌딩),서울특별시 양천구 목동서로 67 (목동) 우성에펠타운,1522-3232,02-2651-1898,N,37.53638383,126.8785597
01,서울,0115,양천구,서울특별시 양천구 목동 916 현대하이페리온 (현대백화점 목동점 지하2층),"서울특별시 양천구 목동동로 257 (목동, 현대하이페리온) 지하2층",1522-3232,02-2163-2170,N,37.526848,126.875023
01,서울,0115,양천구,서울특별시 양천구 목동 917번지 목동파라곤 1층,"서울특별시 양천구 목동서로 155, 목동파라곤 1층 (목동)",1522-3232,02-2647-8353,N,37.52947,126.874996
01,서울,0115,양천구,서울특별시 양천구 목동 962 목동트라팰리스,서울특별시 양천구 오목로 299 (목동),1522-3232,02-2642-3934,N,37.5255,126.8702
01,서울,0115,양천구,"서울특별시 양천구 신정동 324-7 대림아크로빌, 상가A동 101,101-1호","서울특별시 양천구 목동서로 401 (신정동, 대림아크로빌), 상가A동 101,101-1호",1522-3232,02-2649-4083,N,37.515425616177,126.859603067999
01,서울,0115,양천구,서울특별시 양천구 신월동 52-14,서울특별시 양천구 남부순환로 319 (신월동),1522-3232,02-2602-3871,N,37.5382923530559,126.827101409243
01,서울,0116,영등포구,서울특별시 영등포구 영등포동4가 442 타임스퀘어,서울특별시 영등포구 영중로 15 지하 1층 (영등포동4가),1522-3232,02-2671-9903,N,37.51755,126.90516
01,서울,0116,영등포구,서울특별시 영등포구 여의도동 55-2,서울특별시 영등포구 여의대방로 376 (여의도동),1522-3232,02-780-3744,N,37.5183551,126.9312716
01,서울,0116,영등포구,서울특별시 영등포구 영등포동1가 143-3 영등포 J&AMP;S,서울특별시 영등포구 경인로 870 (영등포동1가),1522-3232,02-2068-3693,N,37.5169614,126.909139
01,서울,0116,영등포구,서울특별시 영등포구 당산동6가 217-2,서울특별시 영등포구 양평로 22 (당산동6가),1522-3232,02-2631-3398,N,37.533121,126.903804
01,서울,0116,영등포구,서울특별시 영등포구 여의도동 23 서울 국제금융 센터 지하1층 178호,서울특별시 영등포구 국제금융로 10 (여의도동)  지하1층 178호,1522-3232,02-6137-5179,N,37.525127,126.925508
01,서울,0116,영등포구,서울특별시 영등포구 여의도동 17-9,서울특별시 영등포구 의사당대로 26 (여의도동),1522-3232,02-782-3471,N,37.526596,126.918456
01,서울,0116,영등포구,서울특별시 영등포구 여의도동 35-4 한국화재보험협회,서울특별시 영등포구 국제금융로6길 38 (여의도동),1522-3232,02-782-3566,N,37.521345,126.926004
01,서울,0116,영등포구,서울특별시 영등포구 여의도동 14 B&B타워,서울특별시 영등포구 국회대로 786 (여의도동),1522-3232,02-761-3467,N,37.53026,126.919549
01,서울,0116,영등포구,서울특별시 영등포구 영등포동8가 35-1,서울특별시 영등포구 영중로 119 (영등포동8가),1522-3232,02-2671-3370,N,37.526419,126.905314
01,서울,0116,영등포구,서울특별시 영등포구 여의도동 12 C.C.M.M빌딩,서울특별시 영등포구 여의공원로 101 (여의도동),1522-3232,02-3775-3360,N,37.529231,126.924872
01,서울,0116,영등포구,서울특별시 영등포구 여의도동 17-3 삼환까뮤빌딩,서울특별시 영등포구 의사당대로 8 (여의도동),1522-3232,02-780-3347,N,37.527831,126.916882
01,서울,0116,영등포구,서울특별시 영등포구 양평동4가 98-5,서울특별시 영등포구 양평로 115 (양평동4가),1522-3232,02-2634-3259,N,37.537268,126.894594
01,서울,0116,영등포구,서울특별시 영등포구 여의도동 23-6   1층,서울특별시 영등포구 의사당대로 83 (여의도동) 1층,1522-3232,02-761-3237,N,37.523328,126.923439
01,서울,0116,영등포구,서울특별시 영등포구 양평동4가 2 이레빌딩,서울특별시 영등포구 선유동2로 57 (양평제1동) 이레빌딩,1522-3232,02-2068-3225,N,37.534109,126.896912
01,서울,0116,영등포구,서울특별시 영등포구 여의도동 43-4 롯데캐슬 아이비(롯데캐슬IVY),서울특별시 영등포구 국제금융로 86 (여의도동) 롯데캐슬 아이비,1522-3232,02-785-8875,N,37.5199494,126.9317957
01,서울,0116,영등포구,서울특별시 영등포구 여의도동 45-21 알리안츠타워,서울특별시 영등포구 의사당대로 147 (여의도동) 알리안츠타워,1522-3232,02-786-8834,N,37.518749,126.92779
01,서울,0116,영등포구,"서울특별시 영등포구 신길동 252-9, 1,2층","서울특별시 영등포구 신길로 137 (신길동) 1,2층",1522-3232,02-835-9813,N,37.504566,126.910073
01,서울,0116,영등포구,서울특별시 영등포구 문래동3가 55-5 1~2층,서울특별시 영등포구 당산로 34 (문래동3가),1522-3232,02-2678-7833,N,37.517446,126.895258
01,서울,0116,영등포구,서울특별시 영등포구 당산동6가 338-1,서울특별시 영등포구 양평로 64 (당산동6가),1522-3232,02-2678-8713,N,37.535164,126.899942
01,서울,0116,영등포구,서울특별시 영등포구 여의도동 34-11 한양증권,서울특별시 영등포구 국제금융로6길 7 (여의도동) 한양증권,1522-3232,02-785-8711,N,37.522418,126.929093
01,서울,0116,영등포구,서울특별시 영등포구 여의도동 15-15 1층 1,서울특별시 영등포구 은행로 11 (여의도동) 1층 1부,1522-3232,02-785-8695,N,37.528,126.920103
01,서울,0116,영등포구,서울특별시 영등포구 영등포동4가 434-5 신세계타임스퀘어점 리빙관 지하2층,"서울특별시 영등포구 영중로 9, 신세계타임스퀘어점 리빙관 지하2층 (영등포동4가)",1522-3232,02-2639-4079,N,37.517162,126.905608
01,서울,0116,영등포구,서울특별시 영등포구 문래동3가 55-20 에이스하이테크시티,서울특별시 영등포구 경인로 775 (문래동3가) 에이스하이테크시티,1522-3232,02-2167-3210,N,37.51467062,126.8986474
01,서울,0116,영등포구,서울특별시 영등포구 여의도동 23-9,서울특별시 영등포구 국제금융로2길 28 (여의도동),1522-3232,02-782-1709,N,37.52403519,126.9245179
01,서울,0116,영등포구,서울특별시 영등포구 여의도동 36 롯데캐슬엠파이어 1층 104호,"서울특별시 영등포구 의사당대로 127 (여의도동, 롯데캐슬엠파이어) 1층 104호",1522-3232,02-783-1927,N,37.52025214,126.9263678
01,서울,0116,영등포구,서울특별시 영등포구 문래동3가 77-1번지 대창타운빌 1층,"서울특별시 영등포구 선유로 64, 대창타운빌 1층 (문래동3가)",1522-3232,02-3667-8324,N,37.519602,126.889652
01,서울,0116,영등포구,서울특별시 영등포구 영등포동4가 434-5 신세계백화점 리빙관 1층,"서울특별시 영등포구 영중로 9, 신세계백화점 리빙관 1층 (영등포동4가)",1522-3232,02-2639-4059,N,37.517162,126.905608
01,서울,0116,영등포구,서울특별시 영등포구 여의도동 44-22 호성빌딩1층,"서울특별시 영등포구 여의대방로65길 24, 호성빌딩 1층 (여의도동)",1522-3232,02-786-8379,N,37.520176,126.929426
01,서울,0116,영등포구,서울특별시 영등포구 영등포동4가 442번지 타임스퀘어 단지 지하2층,"서울특별시 영등포구 영중로 15, 지하2층 (영등포동4가)",1522-3232,02-2633-8415,N,37.516985,126.903387
01,서울,0116,영등포구,"서울특별시 영등포구 영등포동3가 2-21, 2-28 우성타워",서울특별시 영등포구 영등포로 254 (영등포동3가),1522-3232,02-3667-8335,N,37.518713,126.909559
01,서울,0116,영등포구,서울특별시 영등포구 영등포동4가 442 타임스퀘어,서울특별시 영등포구 영중로 15 지상2층 (영등포동4가),1522-3232,02-2677-8303,N,37.516985,126.903387
01,서울,0116,영등포구,서울특별시 영등포구 여의도동 13-19 국민의힘,서울특별시 영등포구 국회대로74길 12 (여의도동),1522-3232,02-782-8348,N,37.530023,126.92109
01,서울,0116,영등포구,서울특별시 영등포구 여의도동 23 및 23-1 국제금융센터 TWO IFC 1층,서울특별시 영등포구 국제금융로 10 (여의도동),1522-3232,02-6137-9956,N,37.525273,126.924668
01,서울,0116,영등포구,서울특별시 영등포구 여의도동 23-2 여의도 신한투자증권타워 1층,서울특별시 영등포구 여의대로 70 (여의도동),1522-3232,02-785-4045,N,37.52498,126.92414
01,서울,0116,영등포구,서울특별시 영등포구 양평동5가 64-1,서울특별시 영등포구 양평로 128 (양평동5가)양평로 128,1522-3232,02-2671-3976,N,37.538333,126.893612
01,서울,0116,영등포구,서울특별시 영등포구 영등포동7가 47-3 에즈파이낸스빌딩,서울특별시 영등포구 영중로 79 (영등포동7가),1522-3232,02-2633-4267,N,37.523475,126.904907
01,서울,0116,영등포구,서울특별시 영등포구 당산동3가 393 외 2필지 1층,서울특별시 영등포구 국회대로 558 ,1522-3232,02-2636-3893,N,37.52789,126.89608
01,서울,0116,영등포구,서울특별시 영등포구 양평동1가 247 영등포 중흥 S-CLASS,"서울특별시 영등포구 선유서로24길 6 (양평동1가, 영등포 중흥 S-CLASS)",1522-3232,02-2632-4143,N,37.523128,126.885809
01,서울,0116,영등포구,서울특별시 영등포구 영등포동6가 1-14,서울특별시 영등포구 영중로 45 (영등포동6가),1522-3232,02-2632-4054,N,37.5204239,126.904446
01,서울,0116,영등포구,서울특별시 영등포구 여의도동 22 파크원,서울특별시 영등포구 여의대로 108 (여의도동),1522-3232,02-3277-8419,N,37.5264,126.92877
01,서울,0116,영등포구,서울특별시 영등포구 당산동5가 16-7,서울특별시 영등포구 양평로 47 (당산동5가),1522-3232,02-2636-3971,N,37.533984,126.901156
01,서울,0117,은평구,서울특별시 은평구 대조동 15-9 WB은평타워,서울특별시 은평구 통일로 715 (대조동),1522-3232,02-352-3712,N,37.609382,126.9303971
01,서울,0117,은평구,서울특별시 은평구 진관3로 21 은평엘크루 101동 105-108호,서울특별시 은평구 진관3로 21 은평엘크루 101동 105-108호,1522-3232,02-389-3558,N,37.639617,126.91881
01,서울,0117,은평구,서울특별시 은평구 불광동 308-1 범서빌딩,서울특별시 은평구 통일로 842 (불광동),1522-3232,02-358-3492,N,37.61862,126.922062
01,서울,0117,은평구,서울특별시 은평구 갈현동 395-6,서울특별시 은평구 통일로 867 (갈현동),1522-3232,02-388-3349,N,37.620417,126.919913
01,서울,0117,은평구,서울특별시 은평구 진관동 100-6,서울특별시 은평구 진관2로 12,1522-3232,02-355-8934,N,37.63446,126.918881
01,서울,0117,은평구,서울특별시 은평구 응암동 96-1 외 3필지 (은평로 170),서울특별시 은평구 은평로 170 (응암동),1522-3232,02-357-8762,N,37.601042,126.926789
01,서울,0117,은평구,서울특별시 은평구 응암동 90-1,서울특별시 은평구 은평로 111 (응암동),1522-3232,02-387-1939,N,37.60037923,126.9202735
01,서울,0117,은평구,서울특별시 은평구 대조동 224-14외 2필지,서울특별시 은평구 연서로 146 (대조동),1522-3232,02-354-8515,N,37.611745,126.917678
01,서울,0117,은평구,서울특별시 은평구 수색동 30-2,서울특별시 은평구 수색로 216 (수색동),1522-3232,02-303-4239,N,37.5804,126.899068
01,서울,0117,은평구,서울특별시 은평구 녹번동 19-121 은평 미드스퀘어,"서울특별시 은평구 통일로 636 (녹번동) 110,111,112,113,114,115호",1522-3232,070-7545-6998,N,37.603307621312325,126.93528567756574
01,서울,0117,은평구,서울특별시 은평구 진관동 2-8 스타벅스진관DT,서울특별시 은평구 연서로 645 (진관동),1522-3232,02-3157-4745,N,37.6501787,126.9361968
01,서울,0118,종로구,서울특별시 종로구 수송동 110 연합뉴스빌딩,서울특별시 종로구 율곡로2길 25 (수송동),1522-3232,02-730-3743,N,37.5743289,126.9804590000005
01,서울,0118,종로구,서울특별시 종로구 동숭동 1-31 동덕빌딩 1~2층,서울특별시 종로구 대학로12길 4 (동숭동)1~2층,1522-3232,02-742-3674,N,37.5824779,127.002185
01,서울,0118,종로구,서울특별시 종로구 당주동 128-27 동원빌딩,서울특별시 종로구 새문안로3길 15 (당주동),1522-3232,02-730-3762,N,37.571759,126.972343
01,서울,0118,종로구,서울특별시 종로구 평동 108-1외 19필지 강북삼성병원 C동 미래의학관 5층,서울특별시 종로구 새문안로 29 (평동),1522-3232,.-.-.,N,37.568546,126.96756
01,서울,0118,종로구,서울특별시 종로구 평창동 182-11 나라빌딩,서울특별시 종로구 평창12길 3 (평창동),1522-3232,02-396-3632,N,37.606149,126.967213
01,서울,0118,종로구,서울특별시 종로구 서린동 154-1 광화문우체국,서울특별시 종로구 종로 6 (서린동),1522-3232,02-733-3593,N,37.569854,126.978083
01,서울,0118,종로구,서울특별시 종로구 종로2가 6 종로타워,서울특별시 종로구 종로 51 (종로2가),1522-3232,02-722-3508,N,37.570804,126.983494
01,서울,0118,종로구,서울특별시 종로구 교북동 126 경희궁자이 4단지 1층 팰리스애비뉴 4114~4119호,서울특별시 종로구 송월길 155 경희궁자이 4단지 1층 팰리스애비뉴 4114~4119호,1522-3232,02-737-3545,N,37.571432,126.961269
01,서울,0118,종로구,서울특별시 종로구 적선동 156 광화문플래티넘,서울특별시 종로구 새문안로5가길 28 (적선동),1522-3232,02-722-3550,N,37.574411,126.973571
01,서울,0118,종로구,서울특별시 종로구 숭인동 310 대우디오빌,"서울특별시 종로구 종로 344 (숭인동, 대우디오빌) 101호 일부, 201호 일부",1522-3232,02-2234-4266,N,37.5727,127.016072
01,서울,0118,종로구,서울특별시 종로구 수송동 51-8 G타워,서울특별시 종로구 삼봉로 71 (수송동),1522-3232,02-6281-3273,N,37.572662,126.981138
01,서울,0118,종로구,서울특별시 종로구 계동 101-14 1~3층,서울특별시 종로구 북촌로4길 23 (계동),1522-3232,02-766-8827,N,37.579462,126.986431
01,서울,0118,종로구,서울특별시 종로구 청진동 19 1~3층,서울특별시 종로구 종로5길 30 (청진동) 1~3층,1522-3232,02-723-8818,N,37.5714931,126.9807831
01,서울,0118,종로구,서울특별시 종로구 신문로1가 163 광화문오피시아빌딩(광화문오피시아),서울특별시 종로구 새문안로 92 (신문로1가) 광화문오피시아빌딩,1522-3232,02-735-8788,N,37.5696597,126.9748903
